name,target,category
vacuum00.2.wav,1,"aspirador"
vacuum01.2.wav,1,"aspirador"
vacuum010.2.wav,1,"aspirador"
vacuum011.2.wav,1,"aspirador"
vacuum012.2.wav,1,"aspirador"
vacuum014.2.wav,1,"aspirador"
vacuum015.2.wav,1,"aspirador"
vacuum017.2.wav,1,"aspirador"
vacuum019.2.wav,1,"aspirador"
vacuum02.2.wav,1,"aspirador"
vacuum020.2.wav,1,"aspirador"
vacuum021.2.wav,1,"aspirador"
vacuum022.2.wav,1,"aspirador"
vacuum023.2.wav,1,"aspirador"
vacuum024.2.wav,1,"aspirador"
vacuum025.2.wav,1,"aspirador"
vacuum026.2.wav,1,"aspirador"
vacuum028.2.wav,1,"aspirador"
vacuum029.2.wav,1,"aspirador"
vacuum030.2.wav,1,"aspirador"
vacuum031.2.wav,1,"aspirador"
vacuum032.2.wav,1,"aspirador"
vacuum033.2.wav,1,"aspirador"
vacuum034.2.wav,1,"aspirador"
vacuum035.2.wav,1,"aspirador"
vacuum036.2.wav,1,"aspirador"
vacuum037.2.wav,1,"aspirador"
vacuum039.2.wav,1,"aspirador"
vacuum04.2.wav,1,"aspirador"
vacuum040.2.wav,1,"aspirador"
vacuum042.2.wav,1,"aspirador"
vacuum043.2.wav,1,"aspirador"
vacuum044.2.wav,1,"aspirador"
vacuum045.2.wav,1,"aspirador"
vacuum046.2.wav,1,"aspirador"
vacuum047.2.wav,1,"aspirador"
vacuum048.2.wav,1,"aspirador"
vacuum049.2.wav,1,"aspirador"
vacuum05.2.wav,1,"aspirador"
vacuum050.2.wav,1,"aspirador"
vacuum051.2.wav,1,"aspirador"
vacuum052.2.wav,1,"aspirador"
vacuum053.2.wav,1,"aspirador"
vacuum054.2.wav,1,"aspirador"
vacuum055.2.wav,1,"aspirador"
vacuum056.2.wav,1,"aspirador"
vacuum057.2.wav,1,"aspirador"
vacuum059.2.wav,1,"aspirador"
vacuum06.2.wav,1,"aspirador"
vacuum07.2.wav,1,"aspirador"
vacuum08.2.wav,1,"aspirador"
vacuum09.2.wav,1,"aspirador"
toilet_flush00.2.wav,2,"cisterna"
toilet_flush011.2.wav,2,"cisterna"
toilet_flush013.2.wav,2,"cisterna"
toilet_flush014.2.wav,2,"cisterna"
toilet_flush015.2.wav,2,"cisterna"
toilet_flush016.2.wav,2,"cisterna"
toilet_flush017.2.wav,2,"cisterna"
toilet_flush018.2.wav,2,"cisterna"
toilet_flush019.2.wav,2,"cisterna"
toilet_flush02.2.wav,2,"cisterna"
toilet_flush021.2.wav,2,"cisterna"
toilet_flush024.2.wav,2,"cisterna"
toilet_flush025.2.wav,2,"cisterna"
toilet_flush027.2.wav,2,"cisterna"
toilet_flush028.2.wav,2,"cisterna"
toilet_flush029.2.wav,2,"cisterna"
toilet_flush030.2.wav,2,"cisterna"
toilet_flush031.2.wav,2,"cisterna"
toilet_flush032.2.wav,2,"cisterna"
toilet_flush033.2.wav,2,"cisterna"
toilet_flush034.2.wav,2,"cisterna"
toilet_flush035.2.wav,2,"cisterna"
toilet_flush036.2.wav,2,"cisterna"
toilet_flush039.2.wav,2,"cisterna"
toilet_flush04.2.wav,2,"cisterna"
toilet_flush040.2.wav,2,"cisterna"
toilet_flush042.2.wav,2,"cisterna"
toilet_flush043.2.wav,2,"cisterna"
toilet_flush047.2.wav,2,"cisterna"
toilet_flush049.2.wav,2,"cisterna"
toilet_flush05.2.wav,2,"cisterna"
toilet_flush050.2.wav,2,"cisterna"
toilet_flush051.2.wav,2,"cisterna"
toilet_flush052.2.wav,2,"cisterna"
toilet_flush053.2.wav,2,"cisterna"
toilet_flush054.2.wav,2,"cisterna"
toilet_flush055.2.wav,2,"cisterna"
toilet_flush057.2.wav,2,"cisterna"
toilet_flush058.2.wav,2,"cisterna"
toilet_flush059.2.wav,2,"cisterna"
toilet_flush07.2.wav,2,"cisterna"
toilet_flush09.2.wav,2,"cisterna"
conversation00.2.wav,3,"conversacion"
conversation01.2.wav,3,"conversacion"
conversation010.2.wav,3,"conversacion"
conversation011.2.wav,3,"conversacion"
conversation012.2.wav,3,"conversacion"
conversation013.2.wav,3,"conversacion"
conversation014.2.wav,3,"conversacion"
conversation015.2.wav,3,"conversacion"
conversation016.2.wav,3,"conversacion"
conversation017.2.wav,3,"conversacion"
conversation019.2.wav,3,"conversacion"
conversation02.2.wav,3,"conversacion"
conversation020.2.wav,3,"conversacion"
conversation021.2.wav,3,"conversacion"
conversation022.2.wav,3,"conversacion"
conversation023.2.wav,3,"conversacion"
conversation025.2.wav,3,"conversacion"
conversation026.2.wav,3,"conversacion"
conversation028.2.wav,3,"conversacion"
conversation03.2.wav,3,"conversacion"
conversation030.2.wav,3,"conversacion"
conversation031.2.wav,3,"conversacion"
conversation032.2.wav,3,"conversacion"
conversation033.2.wav,3,"conversacion"
conversation035.2.wav,3,"conversacion"
conversation037.2.wav,3,"conversacion"
conversation038.2.wav,3,"conversacion"
conversation039.2.wav,3,"conversacion"
conversation04.2.wav,3,"conversacion"
conversation042.2.wav,3,"conversacion"
conversation045.2.wav,3,"conversacion"
conversation046.2.wav,3,"conversacion"
conversation047.2.wav,3,"conversacion"
conversation049.2.wav,3,"conversacion"
conversation05.2.wav,3,"conversacion"
conversation050.2.wav,3,"conversacion"
conversation051.2.wav,3,"conversacion"
conversation053.2.wav,3,"conversacion"
conversation055.2.wav,3,"conversacion"
conversation057.2.wav,3,"conversacion"
conversation058.2.wav,3,"conversacion"
conversation06.2.wav,3,"conversacion"
conversation07.2.wav,3,"conversacion"
conversation08.2.wav,3,"conversacion"
conversation09.2.wav,3,"conversacion"
dishes_pots_and_pans00.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans01.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans010.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans011.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans012.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans013.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans014.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans015.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans016.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans017.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans018.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans019.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans02.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans020.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans021.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans022.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans023.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans024.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans025.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans026.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans027.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans028.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans029.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans03.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans032.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans033.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans034.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans035.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans036.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans037.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans038.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans039.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans040.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans041.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans042.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans044.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans045.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans046.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans047.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans049.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans052.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans053.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans054.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans055.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans056.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans057.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans058.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans059.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans06.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans07.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans08.2.wav,4,"cubiertos_sartenes"
dishes_pots_and_pans09.2.wav,4,"cubiertos_sartenes"
alarm_clock00.2.wav,5,"despertador"
alarm_clock01.2.wav,5,"despertador"
alarm_clock010.2.wav,5,"despertador"
alarm_clock012.2.wav,5,"despertador"
alarm_clock014.2.wav,5,"despertador"
alarm_clock015.2.wav,5,"despertador"
alarm_clock016.2.wav,5,"despertador"
alarm_clock017.2.wav,5,"despertador"
alarm_clock018.2.wav,5,"despertador"
alarm_clock019.2.wav,5,"despertador"
alarm_clock02.2.wav,5,"despertador"
alarm_clock020.2.wav,5,"despertador"
alarm_clock022.2.wav,5,"despertador"
alarm_clock023.2.wav,5,"despertador"
alarm_clock025.2.wav,5,"despertador"
alarm_clock027.2.wav,5,"despertador"
alarm_clock028.2.wav,5,"despertador"
alarm_clock03.2.wav,5,"despertador"
alarm_clock030.2.wav,5,"despertador"
alarm_clock031.2.wav,5,"despertador"
alarm_clock032.2.wav,5,"despertador"
alarm_clock033.2.wav,5,"despertador"
alarm_clock034.2.wav,5,"despertador"
alarm_clock035.2.wav,5,"despertador"
alarm_clock036.2.wav,5,"despertador"
alarm_clock037.2.wav,5,"despertador"
alarm_clock038.2.wav,5,"despertador"
alarm_clock04.2.wav,5,"despertador"
alarm_clock040.2.wav,5,"despertador"
alarm_clock041.2.wav,5,"despertador"
alarm_clock043.2.wav,5,"despertador"
alarm_clock044.2.wav,5,"despertador"
alarm_clock045.2.wav,5,"despertador"
alarm_clock046.2.wav,5,"despertador"
alarm_clock047.2.wav,5,"despertador"
alarm_clock049.2.wav,5,"despertador"
alarm_clock05.2.wav,5,"despertador"
alarm_clock050.2.wav,5,"despertador"
alarm_clock051.2.wav,5,"despertador"
alarm_clock052.2.wav,5,"despertador"
alarm_clock053.2.wav,5,"despertador"
alarm_clock054.2.wav,5,"despertador"
alarm_clock055.2.wav,5,"despertador"
alarm_clock056.2.wav,5,"despertador"
alarm_clock057.2.wav,5,"despertador"
alarm_clock058.2.wav,5,"despertador"
alarm_clock059.2.wav,5,"despertador"
alarm_clock06.2.wav,5,"despertador"
alarm_clock060.2.wav,5,"despertador"
alarm_clock061.2.wav,5,"despertador"
alarm_clock07.2.wav,5,"despertador"
alarm_clock08.2.wav,5,"despertador"
alarm_clock09.2.wav,5,"despertador"
water00.2.wav,6,"ducha"
water01.2.wav,6,"ducha"
water010.2.wav,6,"ducha"
water011.2.wav,6,"ducha"
water012.2.wav,6,"ducha"
water013.2.wav,6,"ducha"
water014.2.wav,6,"ducha"
water015.2.wav,6,"ducha"
water016.2.wav,6,"ducha"
water018.2.wav,6,"ducha"
water019.2.wav,6,"ducha"
water02.2.wav,6,"ducha"
water020.2.wav,6,"ducha"
water021.2.wav,6,"ducha"
water022.2.wav,6,"ducha"
water025.2.wav,6,"ducha"
water026.2.wav,6,"ducha"
water027.2.wav,6,"ducha"
water028.2.wav,6,"ducha"
water029.2.wav,6,"ducha"
water03.2.wav,6,"ducha"
water032.2.wav,6,"ducha"
water033.2.wav,6,"ducha"
water034.2.wav,6,"ducha"
water035.2.wav,6,"ducha"
water036.2.wav,6,"ducha"
water038.2.wav,6,"ducha"
water039.2.wav,6,"ducha"
water04.2.wav,6,"ducha"
water040.2.wav,6,"ducha"
water041.2.wav,6,"ducha"
water042.2.wav,6,"ducha"
water043.2.wav,6,"ducha"
water044.2.wav,6,"ducha"
water046.2.wav,6,"ducha"
water047.2.wav,6,"ducha"
water048.2.wav,6,"ducha"
water049.2.wav,6,"ducha"
water05.2.wav,6,"ducha"
water050.2.wav,6,"ducha"
water051.2.wav,6,"ducha"
water054.2.wav,6,"ducha"
water055.2.wav,6,"ducha"
water056.2.wav,6,"ducha"
water057.2.wav,6,"ducha"
water058.2.wav,6,"ducha"
water059.2.wav,6,"ducha"
water06.2.wav,6,"ducha"
water060.2.wav,6,"ducha"
water061.2.wav,6,"ducha"
water062.2.wav,6,"ducha"
water063.2.wav,6,"ducha"
water07.2.wav,6,"ducha"
water08.2.wav,6,"ducha"
water09.2.wav,6,"ducha"
water_tap00.2.wav,7,"grifo_cocina"
water_tap01.2.wav,7,"grifo_cocina"
water_tap010.2.wav,7,"grifo_cocina"
water_tap012.2.wav,7,"grifo_cocina"
water_tap013.2.wav,7,"grifo_cocina"
water_tap014.2.wav,7,"grifo_cocina"
water_tap015.2.wav,7,"grifo_cocina"
water_tap016.2.wav,7,"grifo_cocina"
water_tap017.2.wav,7,"grifo_cocina"
water_tap018.2.wav,7,"grifo_cocina"
water_tap019.2.wav,7,"grifo_cocina"
water_tap02.2.wav,7,"grifo_cocina"
water_tap020.2.wav,7,"grifo_cocina"
water_tap021.2.wav,7,"grifo_cocina"
water_tap022.2.wav,7,"grifo_cocina"
water_tap023.2.wav,7,"grifo_cocina"
water_tap024.2.wav,7,"grifo_cocina"
water_tap025.2.wav,7,"grifo_cocina"
water_tap026.2.wav,7,"grifo_cocina"
water_tap027.2.wav,7,"grifo_cocina"
water_tap029.2.wav,7,"grifo_cocina"
water_tap03.2.wav,7,"grifo_cocina"
water_tap030.2.wav,7,"grifo_cocina"
water_tap031.2.wav,7,"grifo_cocina"
water_tap032.2.wav,7,"grifo_cocina"
water_tap033.2.wav,7,"grifo_cocina"
water_tap034.2.wav,7,"grifo_cocina"
water_tap035.2.wav,7,"grifo_cocina"
water_tap037.2.wav,7,"grifo_cocina"
water_tap038.2.wav,7,"grifo_cocina"
water_tap039.2.wav,7,"grifo_cocina"
water_tap04.2.wav,7,"grifo_cocina"
water_tap040.2.wav,7,"grifo_cocina"
water_tap041.2.wav,7,"grifo_cocina"
water_tap042.2.wav,7,"grifo_cocina"
water_tap045.2.wav,7,"grifo_cocina"
water_tap046.2.wav,7,"grifo_cocina"
water_tap047.2.wav,7,"grifo_cocina"
water_tap048.2.wav,7,"grifo_cocina"
water_tap051.2.wav,7,"grifo_cocina"
water_tap052.2.wav,7,"grifo_cocina"
water_tap053.2.wav,7,"grifo_cocina"
water_tap055.2.wav,7,"grifo_cocina"
water_tap056.2.wav,7,"grifo_cocina"
water_tap058.2.wav,7,"grifo_cocina"
water_tap059.2.wav,7,"grifo_cocina"
water_tap06.2.wav,7,"grifo_cocina"
water_tap060.2.wav,7,"grifo_cocina"
water_tap061.2.wav,7,"grifo_cocina"
water_tap062.2.wav,7,"grifo_cocina"
water_tap063.2.wav,7,"grifo_cocina"
water_tap064.2.wav,7,"grifo_cocina"
water_tap065.2.wav,7,"grifo_cocina"
water_tap066.2.wav,7,"grifo_cocina"
water_tap068.2.wav,7,"grifo_cocina"
water_tap069.2.wav,7,"grifo_cocina"
water_tap07.2.wav,7,"grifo_cocina"
water_tap070.2.wav,7,"grifo_cocina"
water_tap071.2.wav,7,"grifo_cocina"
water_tap072.2.wav,7,"grifo_cocina"
water_tap074.2.wav,7,"grifo_cocina"
water_tap076.2.wav,7,"grifo_cocina"
water_tap077.2.wav,7,"grifo_cocina"
water_tap078.2.wav,7,"grifo_cocina"
water_tap08.2.wav,7,"grifo_cocina"
water_tap081.2.wav,7,"grifo_cocina"
water_tap083.2.wav,7,"grifo_cocina"
water_tap084.2.wav,7,"grifo_cocina"
water_tap085.2.wav,7,"grifo_cocina"
water_tap086.2.wav,7,"grifo_cocina"
printer00.2.wav,8,"impresora"
printer01.2.wav,8,"impresora"
printer010.2.wav,8,"impresora"
printer011.2.wav,8,"impresora"
printer012.2.wav,8,"impresora"
printer013.2.wav,8,"impresora"
printer014.2.wav,8,"impresora"
printer015.2.wav,8,"impresora"
printer016.2.wav,8,"impresora"
printer017.2.wav,8,"impresora"
printer018.2.wav,8,"impresora"
printer02.2.wav,8,"impresora"
printer020.2.wav,8,"impresora"
printer021.2.wav,8,"impresora"
printer023.2.wav,8,"impresora"
printer025.2.wav,8,"impresora"
printer026.2.wav,8,"impresora"
printer027.2.wav,8,"impresora"
printer028.2.wav,8,"impresora"
printer029.2.wav,8,"impresora"
printer03.2.wav,8,"impresora"
printer030.2.wav,8,"impresora"
printer031.2.wav,8,"impresora"
printer032.2.wav,8,"impresora"
printer033.2.wav,8,"impresora"
printer035.2.wav,8,"impresora"
printer036.2.wav,8,"impresora"
printer037.2.wav,8,"impresora"
printer038.2.wav,8,"impresora"
printer039.2.wav,8,"impresora"
printer04.2.wav,8,"impresora"
printer040.2.wav,8,"impresora"
printer041.2.wav,8,"impresora"
printer042.2.wav,8,"impresora"
printer043.2.wav,8,"impresora"
printer044.2.wav,8,"impresora"
printer045.2.wav,8,"impresora"
printer046.2.wav,8,"impresora"
printer047.2.wav,8,"impresora"
printer05.2.wav,8,"impresora"
printer050.2.wav,8,"impresora"
printer053.2.wav,8,"impresora"
printer054.2.wav,8,"impresora"
printer055.2.wav,8,"impresora"
printer056.2.wav,8,"impresora"
printer057.2.wav,8,"impresora"
printer058.2.wav,8,"impresora"
printer059.2.wav,8,"impresora"
printer06.2.wav,8,"impresora"
printer08.2.wav,8,"impresora"
printer09.2.wav,8,"impresora"
microwave00.2.wav,9,"microondas"
microwave01.2.wav,9,"microondas"
microwave010.2.wav,9,"microondas"
microwave011.2.wav,9,"microondas"
microwave012.2.wav,9,"microondas"
microwave013.2.wav,9,"microondas"
microwave014.2.wav,9,"microondas"
microwave015.2.wav,9,"microondas"
microwave016.2.wav,9,"microondas"
microwave018.2.wav,9,"microondas"
microwave02.2.wav,9,"microondas"
microwave020.2.wav,9,"microondas"
microwave021.2.wav,9,"microondas"
microwave022.2.wav,9,"microondas"
microwave023.2.wav,9,"microondas"
microwave024.2.wav,9,"microondas"
microwave025.2.wav,9,"microondas"
microwave026.2.wav,9,"microondas"
microwave028.2.wav,9,"microondas"
microwave029.2.wav,9,"microondas"
microwave03.2.wav,9,"microondas"
microwave031.2.wav,9,"microondas"
microwave032.2.wav,9,"microondas"
microwave034.2.wav,9,"microondas"
microwave035.2.wav,9,"microondas"
microwave036.2.wav,9,"microondas"
microwave037.2.wav,9,"microondas"
microwave038.2.wav,9,"microondas"
microwave039.2.wav,9,"microondas"
microwave04.2.wav,9,"microondas"
microwave040.2.wav,9,"microondas"
microwave043.2.wav,9,"microondas"
microwave046.2.wav,9,"microondas"
microwave047.2.wav,9,"microondas"
microwave048.2.wav,9,"microondas"
microwave05.2.wav,9,"microondas"
microwave050.2.wav,9,"microondas"
microwave051.2.wav,9,"microondas"
microwave052.2.wav,9,"microondas"
microwave053.2.wav,9,"microondas"
microwave054.2.wav,9,"microondas"
microwave055.2.wav,9,"microondas"
microwave056.2.wav,9,"microondas"
microwave057.2.wav,9,"microondas"
microwave058.2.wav,9,"microondas"
microwave059.2.wav,9,"microondas"
microwave06.2.wav,9,"microondas"
microwave07.2.wav,9,"microondas"
microwave08.2.wav,9,"microondas"
microwave09.2.wav,9,"microondas"
door00.2.wav,10,"puerta"
door01.2.wav,10,"puerta"
door010.2.wav,10,"puerta"
door011.2.wav,10,"puerta"
door012.2.wav,10,"puerta"
door013.2.wav,10,"puerta"
door014.2.wav,10,"puerta"
door017.2.wav,10,"puerta"
door018.2.wav,10,"puerta"
door019.2.wav,10,"puerta"
door020.2.wav,10,"puerta"
door021.2.wav,10,"puerta"
door022.2.wav,10,"puerta"
door023.2.wav,10,"puerta"
door024.2.wav,10,"puerta"
door025.2.wav,10,"puerta"
door026.2.wav,10,"puerta"
door027.2.wav,10,"puerta"
door028.2.wav,10,"puerta"
door029.2.wav,10,"puerta"
door03.2.wav,10,"puerta"
door030.2.wav,10,"puerta"
door031.2.wav,10,"puerta"
door032.2.wav,10,"puerta"
door034.2.wav,10,"puerta"
door035.2.wav,10,"puerta"
door036.2.wav,10,"puerta"
door037.2.wav,10,"puerta"
door038.2.wav,10,"puerta"
door04.2.wav,10,"puerta"
door040.2.wav,10,"puerta"
door041.2.wav,10,"puerta"
door042.2.wav,10,"puerta"
door043.2.wav,10,"puerta"
door044.2.wav,10,"puerta"
door045.2.wav,10,"puerta"
door046.2.wav,10,"puerta"
door048.2.wav,10,"puerta"
door049.2.wav,10,"puerta"
door05.2.wav,10,"puerta"
door050.2.wav,10,"puerta"
door051.2.wav,10,"puerta"
door052.2.wav,10,"puerta"
door053.2.wav,10,"puerta"
door054.2.wav,10,"puerta"
door055.2.wav,10,"puerta"
door056.2.wav,10,"puerta"
door057.2.wav,10,"puerta"
door058.2.wav,10,"puerta"
door059.2.wav,10,"puerta"
door06.2.wav,10,"puerta"
door060.2.wav,10,"puerta"
door061.2.wav,10,"puerta"
door062.2.wav,10,"puerta"
door063.2.wav,10,"puerta"
door065.2.wav,10,"puerta"
door066.2.wav,10,"puerta"
door07.2.wav,10,"puerta"
door08.2.wav,10,"puerta"
door09.2.wav,10,"puerta"
telephone_bell_ringing00.2.wav,11,"telefono"
telephone_bell_ringing01.2.wav,11,"telefono"
telephone_bell_ringing010.2.wav,11,"telefono"
telephone_bell_ringing011.2.wav,11,"telefono"
telephone_bell_ringing012.2.wav,11,"telefono"
telephone_bell_ringing013.2.wav,11,"telefono"
telephone_bell_ringing015.2.wav,11,"telefono"
telephone_bell_ringing016.2.wav,11,"telefono"
telephone_bell_ringing017.2.wav,11,"telefono"
telephone_bell_ringing018.2.wav,11,"telefono"
telephone_bell_ringing019.2.wav,11,"telefono"
telephone_bell_ringing02.2.wav,11,"telefono"
telephone_bell_ringing020.2.wav,11,"telefono"
telephone_bell_ringing022.2.wav,11,"telefono"
telephone_bell_ringing023.2.wav,11,"telefono"
telephone_bell_ringing024.2.wav,11,"telefono"
telephone_bell_ringing025.2.wav,11,"telefono"
telephone_bell_ringing026.2.wav,11,"telefono"
telephone_bell_ringing027.2.wav,11,"telefono"
telephone_bell_ringing028.2.wav,11,"telefono"
telephone_bell_ringing029.2.wav,11,"telefono"
telephone_bell_ringing03.2.wav,11,"telefono"
telephone_bell_ringing030.2.wav,11,"telefono"
telephone_bell_ringing031.2.wav,11,"telefono"
telephone_bell_ringing032.2.wav,11,"telefono"
telephone_bell_ringing033.2.wav,11,"telefono"
telephone_bell_ringing034.2.wav,11,"telefono"
telephone_bell_ringing035.2.wav,11,"telefono"
telephone_bell_ringing036.2.wav,11,"telefono"
telephone_bell_ringing037.2.wav,11,"telefono"
telephone_bell_ringing039.2.wav,11,"telefono"
telephone_bell_ringing04.2.wav,11,"telefono"
telephone_bell_ringing041.2.wav,11,"telefono"
telephone_bell_ringing042.2.wav,11,"telefono"
telephone_bell_ringing043.2.wav,11,"telefono"
telephone_bell_ringing046.2.wav,11,"telefono"
telephone_bell_ringing047.2.wav,11,"telefono"
telephone_bell_ringing048.2.wav,11,"telefono"
telephone_bell_ringing049.2.wav,11,"telefono"
telephone_bell_ringing050.2.wav,11,"telefono"
telephone_bell_ringing052.2.wav,11,"telefono"
telephone_bell_ringing054.2.wav,11,"telefono"
telephone_bell_ringing055.2.wav,11,"telefono"
telephone_bell_ringing056.2.wav,11,"telefono"
telephone_bell_ringing057.2.wav,11,"telefono"
telephone_bell_ringing058.2.wav,11,"telefono"
telephone_bell_ringing059.2.wav,11,"telefono"
telephone_bell_ringing09.2.wav,11,"telefono"
doorbell00.2.wav,12,"timbre"
doorbell011.2.wav,12,"timbre"
doorbell012.2.wav,12,"timbre"
doorbell013.2.wav,12,"timbre"
doorbell014.2.wav,12,"timbre"
doorbell015.2.wav,12,"timbre"
doorbell016.2.wav,12,"timbre"
doorbell017.2.wav,12,"timbre"
doorbell018.2.wav,12,"timbre"
doorbell019.2.wav,12,"timbre"
doorbell02.2.wav,12,"timbre"
doorbell022.2.wav,12,"timbre"
doorbell023.2.wav,12,"timbre"
doorbell024.2.wav,12,"timbre"
doorbell025.2.wav,12,"timbre"
doorbell026.2.wav,12,"timbre"
doorbell027.2.wav,12,"timbre"
doorbell029.2.wav,12,"timbre"
doorbell03.2.wav,12,"timbre"
doorbell031.2.wav,12,"timbre"
doorbell032.2.wav,12,"timbre"
doorbell034.2.wav,12,"timbre"
doorbell035.2.wav,12,"timbre"
doorbell039.2.wav,12,"timbre"
doorbell040.2.wav,12,"timbre"
doorbell041.2.wav,12,"timbre"
doorbell042.2.wav,12,"timbre"
doorbell043.2.wav,12,"timbre"
doorbell044.2.wav,12,"timbre"
doorbell046.2.wav,12,"timbre"
doorbell047.2.wav,12,"timbre"
doorbell048.2.wav,12,"timbre"
doorbell049.2.wav,12,"timbre"
doorbell05.2.wav,12,"timbre"
doorbell052.2.wav,12,"timbre"
doorbell054.2.wav,12,"timbre"
